success,Crop,Lat,Lon,lat_hotspot,lon_hotspot,Max_Temp,AUC,MSE,Pearson_Correlation,Precision,Recall,F1,PR_AUC
True,6001,"13°19'18.1"" N","108°05'44.6"" E","13°18'37.4"" N","108°07'11.3"" E",73.72811889648438,0.5402376271424371,0.11825404311336374,0.20430422148823763,0.4420289855072464,0.1358574610244989,0.20783645655877345,0.18366989669821843
True,6002,"13°19'19.2"" N","108°07'15.1"" E","13°19'01.7"" N","108°08'22.8"" E",74.59841918945312,0.5542558746736292,0.28268025560437543,0.1444327283733763,1.0,0.11764705882352941,0.21052631578947367,0.2662
True,6003,"13°19'20.2"" N","108°08'45.5"" E","13°19'14.4"" N","108°09'52.3"" E",78.0374755859375,0.6238532110091743,0.36333700993668644,0.18629695400769597,1.0,0.24541284403669725,0.3941068139963168,0.6402532110091743
True,6004,"13°19'21.2"" N","108°10'16.0"" E","13°18'56.9"" N","108°10'42.0"" E",78.0374755859375,0.5548780487804879,0.2965933926809769,0.18589746784093714,1.0,0.10772357723577236,0.1944954128440367,0.5767780487804879
True,6005,"13°19'22.2"" N","108°11'46.5"" E","13°18'58.0"" N","108°13'09.3"" E",75.46441650390625,0.5688482532900766,0.24388672337414455,0.17552627399054896,0.9444444444444444,0.13627254509018036,0.2381786339754816,0.349062227236172
True,6006,"13°19'23.2"" N","108°13'17.0"" E","13°17'56.9"" N","108°14'48.8"" E",79.31036376953125,0.5719349316607898,0.24398666881680967,0.2845331557535647,0.9855072463768116,0.1419624217118998,0.2481751824817518,0.5804393797050554
True,6007,"13°19'24.2"" N","108°14'47.5"" E","13°17'57.8"" N","108°14'49.5"" E",79.31036376953125,0.5652173913043478,0.20121221159792926,0.1960715561237014,1.0,0.1285444234404537,0.22780569514237858,0.5882173913043479
True,6008,"13°19'25.2"" N","108°16'18.0"" E","13°18'07.6"" N","108°17'54.8"" E",78.4627685546875,0.5649074468085106,0.27295028821610934,0.16344016325237715,1.0,0.12833333333333333,0.22747415066469717,0.5802249999999999
True,6009,"13°19'26.1"" N","108°17'48.5"" E","13°19'11.6"" N","108°18'50.4"" E",78.88705444335938,0.5456989247311828,0.38649546209549374,0.19869886634174228,1.0,0.08960573476702509,0.1644736842105263,0.5710489247311828
True,6010,"13°19'27.1"" N","108°19'19.1"" E","13°19'27.1"" N","108°19'21.1"" E",75.89584350585938,0.7065439672801637,0.31687126868759913,0.12835434608941984,1.0,0.4110429447852761,0.5826086956521739,0.7208939672801636
True,6011,"13°19'28.0"" N","108°20'49.6"" E","13°18'51.2"" N","108°21'27.5"" E",73.29135131835938,0.5783945306440735,0.10173944375638123,0.28952202402066024,0.5466666666666666,0.1733615221987315,0.26324237560192615,0.28300564364304387
True,6012,"13°19'29.0"" N","108°22'20.1"" E","13°19'23.2"" N","108°23'35.9"" E",75.03195190429688,0.570951199338296,0.21520265635432942,0.15130145480874163,0.6941176470588235,0.15128205128205127,0.2484210526315789,0.2968834629612509
True,6013,"13°19'29.9"" N","108°23'50.6"" E","13°18'28.8"" N","108°24'57.4"" E",75.03195190429688,0.6094890510948905,0.3718860956167271,0.1381616815125578,1.0,0.21654501216545013,0.356,0.6255390510948905
True,6014,"13°19'30.8"" N","108°25'21.1"" E","13°19'21.1"" N","108°26'50.8"" E",77.61117553710938,0.5597165991902834,0.2891030865419768,0.18164151840093115,1.0,0.11740890688259109,0.2101449275362319,0.5814665991902831
