success,Patch,Lat,Lon,lat_hotspot,lon_hotspot,Max_Temp,AUC,MSE,Pearson_Correlation,Precision,Recall,F1,PR_AUC
True,661,"15°11'35.9"" N","107°41'29.3"" E","15°11'15.6"" N","107°42'02.5"" E",58.201263427734375,0.9939554392015568,0.11240989714860916,0.8328028917312622,0.4697802197802198,0.9941860465116279,0.6380597014925372,0.84575521348498
True,658,"15°11'31.9"" N","107°36'55.7"" E","15°11'06.6"" N","107°37'33.9"" E",59.632720947265625,0.9892523440539659,0.18097490072250366,0.7653112411499023,0.34522560335781743,0.9762611275964391,0.5100775193798449,0.8013189777216445
True,660,"15°11'34.6"" N","107°39'58.1"" E","15°10'01.5"" N","107°39'58.1"" E",57.721160888671875,0.9802626087315853,0.2301037311553955,0.8680065274238586,0.37303370786516854,0.9764705882352941,0.5398373983739837,0.7598485412820833
True,665,"15°11'41.2"" N","107°47'34.1"" E","15°11'19.9"" N","107°47'48.2"" E",74.16378784179688,0.9922401890784216,0.1906861811876297,0.8427387475967407,0.4991055456171735,0.9806678383128296,0.6615293420272673,0.9131262045287747
True,659,"15°11'33.2"" N","107°38'26.9"" E","15°10'42.8"" N","107°39'32.2"" E",63.3875732421875,0.9966067981585518,0.13442179560661316,0.854252815246582,0.7380025940337225,0.9912891986062717,0.846096654275093,0.9429600075204597
True,667,"15°11'43.8"" N","107°50'36.5"" E","15°11'05.0"" N","107°50'53.6"" E",71.533203125,0.9734764761604042,0.25756239891052246,0.6865525245666504,0.4480578139114724,0.9939879759519038,0.6176836861768368,0.5870027518681574
True,666,"15°11'42.5"" N","107°49'05.3"" E","15°11'05.7"" N","107°49'05.3"" E",70.2027587890625,0.9307156558968723,0.21719256043434143,0.8408296704292297,0.3061056105610561,0.7713097713097713,0.43827525103366805,0.7430537105526019
True,669,"15°11'46.3"" N","107°53'39.0"" E","15°10'33.6"" N","107°54'46.3"" E",65.23260498046875,0.9926897194410854,0.13719861209392548,0.9446851015090942,0.4252252252252252,0.9874476987447699,0.5944584382871536,0.7464425817803777
True,730,"15°10'03.2"" N","107°38'28.3"" E","15°09'25.4"" N","107°39'50.7"" E",67.9619140625,0.997636416510435,0.10759694874286652,0.9177438020706177,0.6758241758241759,0.9979716024340771,0.8058968058968058,0.9583013581427458
True,731,"15°10'04.5"" N","107°39'59.5"" E","15°08'55.7"" N","107°40'02.5"" E",66.60287475585938,0.999798004623909,0.10535042732954025,0.7439857721328735,0.9184339314845025,0.99822695035461,0.9566694987255735,0.9965910647478405
True,732,"15°10'05.9"" N","107°41'30.7"" E","15°09'42.6"" N","107°42'33.0"" E",58.201263427734375,0.9999873743670613,0.19451813399791718,0.7997469902038574,0.9696969696969697,0.9937888198757764,0.9815950920245399,0.9992355337744071
True,733,"15°10'07.2"" N","107°43'01.9"" E","15°09'15.8"" N","107°44'38.4"" E",63.850799560546875,0.9908595922523432,0.08745183050632477,0.8182021379470825,0.5586283185840708,0.9637404580152672,0.7072829131652661,0.8400312059107299
True,734,"15°10'08.5"" N","107°44'33.1"" E","15°09'17.1"" N","107°44'39.1"" E",63.850799560546875,0.9943486435670158,0.11975277960300446,0.8437966108322144,0.5854503464203233,0.9941176470588236,0.7369186046511628,0.8955693121850241
True,735,"15°10'09.9"" N","107°46'04.3"" E","15°09'49.5"" N","107°47'30.7"" E",64.31271362304688,0.9938860357055515,0.1055259183049202,0.8946168422698975,0.5721455457967378,0.9934640522875817,0.7261146496815287,0.8896171295872052
True,736,"15°10'11.2"" N","107°47'35.5"" E","15°09'50.8"" N","107°47'35.5"" E",62.923004150390625,0.9994571263790442,0.07220244407653809,0.7485716342926025,0.8500749625187406,0.9947368421052631,0.9167340339531123,0.9915798151872998
True,737,"15°10'12.5"" N","107°49'06.7"" E","15°10'12.5"" N","107°50'46.2"" E",64.7733154296875,0.9929054259047982,0.14652422070503235,0.8694736361503601,0.5299145299145299,0.9858657243816255,0.689314391599753,0.8955507475551084
True,738,"15°10'13.7"" N","107°50'37.9"" E","15°10'06.0"" N","107°51'10.1"" E",70.2027587890625,0.996289321515483,0.13864631950855255,0.9040858149528503,0.7675213675213676,0.9553191489361702,0.8511848341232228,0.9539390828236425
True,739,"15°10'15.0"" N","107°52'09.1"" E","15°09'47.9"" N","107°52'39.3"" E",66.14739990234375,0.9429055714159529,0.18180781602859497,0.9017611742019653,0.12861854159032612,0.9669421487603306,0.22703751617076323,0.744154759190927
True,740,"15°10'16.3"" N","107°53'40.3"" E","15°10'09.5"" N","107°55'04.7"" E",65.23260498046875,0.8949124215435172,0.1359098106622696,0.8541610240936279,0.17084282460136674,0.9664948453608248,0.2903600464576074,0.14645990683411977
True,741,"15°10'17.5"" N","107°55'11.5"" E","15°09'19.3"" N","107°55'32.6"" E",65.69064331054688,0.9710606059300418,0.17696042358875275,0.7620628476142883,0.33612273361227335,0.9877049180327869,0.5015608740894901,0.4840111220297063
True,801,"15°08'33.1"" N","107°38'29.7"" E","15°07'55.3"" N","107°39'59.2"" E",66.60287475585938,0.9941157853335343,0.10535068064928055,0.9281476140022278,0.5350978135788262,0.9957173447537473,0.6961077844311377,0.9049973727240036
True,802,"15°08'34.5"" N","107°40'00.9"" E","15°07'50.8"" N","107°40'00.9"" E",66.14739990234375,0.9978350187164651,0.12092607468366623,0.7792736291885376,0.6708268330733229,0.9885057471264368,0.7992565055762081,0.9642014845302991
