success,Crop,Lat,Lon,lat_hotspot,lon_hotspot,Max_Temp,AUC,MSE,Pearson_Correlation,Precision,Recall,F1,PR_AUC
True,658,"15°11'31.9"" N","107°36'55.7"" E","15°11'06.6"" N","107°37'33.9"" E",59.632720947265625,0.6129463513889899,0.3314286650178278,0.1993719685204657,0.46107784431137727,0.228486646884273,0.3055555555555556,0.3819454882458187
True,659,"15°11'33.2"" N","107°38'26.9"" E","15°10'42.8"" N","107°39'32.2"" E",63.3875732421875,0.5621009166579799,0.023687710047412505,0.14578505907432238,0.7006802721088435,0.1794425087108014,0.2857142857142857,0.45894045884501145
True,660,"15°11'34.6"" N","107°39'58.1"" E","15°10'01.5"" N","107°39'58.1"" E",57.721160888671875,0.49612471332052316,0.3209056891496818,0.0780426422377902,1.0,0.06666666666666667,0.125,0.5200504021272495
True,661,"15°11'35.9"" N","107°41'29.3"" E","15°11'15.6"" N","107°42'02.5"" E",58.201263427734375,0.5826096498622377,0.263859665826872,0.1289281241328192,0.3191489361702128,0.1744186046511628,0.22556390977443613,0.27937325203546937
True,665,"15°11'41.2"" N","107°47'34.1"" E","15°11'19.9"" N","107°47'48.2"" E",74.16378784179688,0.5411805176772783,0.2811834643426061,0.08677886259259637,0.3630952380952381,0.10720562390158173,0.1655359565807327,0.2753633294682263
True,666,"15°11'42.5"" N","107°49'05.3"" E","15°11'05.7"" N","107°49'05.3"" E",70.2027587890625,0.6167922389164117,0.5525803247597825,0.05869774500349398,0.8432835820895522,0.23492723492723494,0.367479674796748,0.5681594838903433
True,667,"15°11'43.8"" N","107°50'36.5"" E","15°11'05.0"" N","107°50'53.6"" E",71.533203125,0.5228245144114141,0.28193813171638615,0.13612692216031252,0.9125,0.1462925851703407,0.2521588946459413,0.37542552932278406
True,669,"15°11'46.3"" N","107°53'39.0"" E","15°10'33.6"" N","107°54'46.3"" E",65.23260498046875,0.5669372479241315,0.09608099958153628,0.037688900226505326,0.4954954954954955,0.2301255230125523,0.3142857142857142,0.32353737006490246
True,730,"15°10'03.2"" N","107°38'28.3"" E","15°09'25.4"" N","107°39'50.7"" E",67.9619140625,0.4588678225993829,0.03117584458425891,0.05836733384969922,0.7727272727272727,0.10344827586206896,0.18246869409660108,0.3832293094936341
True,731,"15°10'04.5"" N","107°39'59.5"" E","15°08'55.7"" N","107°40'02.5"" E",66.60287475585938,0.47876060898505507,0.031071323528343613,0.054182220712089425,0.92,0.12234042553191489,0.215962441314554,0.47487875672534763
True,732,"15°10'05.9"" N","107°41'30.7"" E","15°09'42.6"" N","107°42'33.0"" E",58.201263427734375,0.5173406755597417,0.1786764933829457,0.0038734356616559606,0.44,0.06832298136645963,0.11827956989247314,0.15993963667457411
True,733,"15°10'07.2"" N","107°43'01.9"" E","15°09'15.8"" N","107°44'38.4"" E",63.850799560546875,0.5382488987848772,0.04671613660881001,0.07908631882223768,0.7068965517241379,0.15648854961832062,0.25625000000000003,0.42019477583238174
True,734,"15°10'08.5"" N","107°44'33.1"" E","15°09'17.1"" N","107°44'39.1"" E",63.850799560546875,0.5175377590446083,0.10822554358929917,0.07899485952841967,0.5225225225225225,0.11372549019607843,0.1867954911433172,0.33718116786930286
True,735,"15°10'09.9"" N","107°46'04.3"" E","15°09'49.5"" N","107°47'30.7"" E",64.31271362304688,0.44982427633154837,0.07950248971243457,0.008094146293339658,0.6065573770491803,0.08061002178649238,0.14230769230769233,0.32030527305449213
True,736,"15°10'11.2"" N","107°47'35.5"" E","15°09'50.8"" N","107°47'35.5"" E",62.923004150390625,0.5614006251046493,0.08690442494320967,0.1257044535696431,0.9690721649484536,0.1649122807017544,0.28185907046476766,0.5731700123730279
True,737,"15°10'12.5"" N","107°49'06.7"" E","15°10'12.5"" N","107°50'46.2"" E",64.7733154296875,0.5253076796880092,0.13508721349320604,0.13911498822763368,0.7073170731707317,0.05123674911660778,0.09555189456342669,0.34975693575711103
True,738,"15°10'13.7"" N","107°50'37.9"" E","15°10'06.0"" N","107°51'10.1"" E",70.2027587890625,0.6035724810787882,0.21473066923524575,0.1693780117994093,0.5806451612903226,0.2680851063829787,0.36681222707423583,0.42077761573121064
True,739,"15°10'15.0"" N","107°52'09.1"" E","15°09'47.9"" N","107°52'39.3"" E",66.14739990234375,0.4973588079232046,0.20146144930368737,0.045029807013211715,0.2857142857142857,0.027548209366391185,0.05025125628140704,0.07120762493337551
True,740,"15°10'16.3"" N","107°53'40.3"" E","15°10'09.5"" N","107°55'04.7"" E",65.23260498046875,0.5653879547043859,0.5974219204349475,0.07645860560196793,0.2616822429906542,0.14432989690721648,0.18604651162790697,0.20770170011246125
True,741,"15°10'17.5"" N","107°55'11.5"" E","15°09'19.3"" N","107°55'32.6"" E",65.69064331054688,0.563937356092046,0.6897805974375698,0.05881395534823657,0.3484848484848485,0.1413934426229508,0.20116618075801745,0.26010550351279693
True,801,"15°08'33.1"" N","107°38'29.7"" E","15°07'55.3"" N","107°39'59.2"" E",66.60287475585938,0.524736231249906,0.09318247457622848,0.08940753171471935,0.5555555555555556,0.139186295503212,0.2226027397260274,0.3624924070525383
True,802,"15°08'34.5"" N","107°40'00.9"" E","15°07'50.8"" N","107°40'00.9"" E",66.14739990234375,0.5127935300514929,0.07652328623386442,0.09914506649552017,0.7903225806451613,0.11264367816091954,0.19718309859154928,0.42826701826109703
True,803,"15°08'35.8"" N","107°41'32.1"" E","15°08'04.8"" N","107°42'43.4"" E",65.23260498046875,0.4828236279471892,0.08455106971551996,0.09940629347222794,0.7236842105263158,0.09322033898305085,0.16516516516516516,0.3889347320009897
