success,Patch,Lat,Lon,lat_hotspot,lon_hotspot,Max_Temp,AUC,MSE,Pearson_Correlation,Precision,Recall,F1,PR_AUC
True,660,"15°11'34.6"" N","107°39'58.1"" E","15°10'01.5"" N","107°39'58.1"" E",57.721160888671875,0.953516911506436,0.0031002017203718424,0.9524526596069336,0.28822815533980584,0.9313725490196079,0.4402224281742354,0.7469454956102065
True,667,"15°11'43.8"" N","107°50'36.5"" E","15°11'05.0"" N","107°50'53.6"" E",71.533203125,0.9632275813599623,0.019771862775087357,0.7759382724761963,0.49129989764585463,0.9619238476953907,0.6504065040650406,0.7896517294265516
True,665,"15°11'41.2"" N","107°47'34.1"" E","15°11'19.9"" N","107°47'48.2"" E",74.16378784179688,0.7204253295464477,0.026120806112885475,0.8396637439727783,0.2797140303842717,0.5500878734622144,0.3708530805687204,0.3245730839094866
True,661,"15°11'35.9"" N","107°41'29.3"" E","15°11'15.6"" N","107°42'02.5"" E",58.201263427734375,0.923984635411649,0.010079681873321533,0.9494065046310425,0.3761904761904762,0.688953488372093,0.48665297741273095,0.6777496741271984
True,659,"15°11'33.2"" N","107°38'26.9"" E","15°10'42.8"" N","107°39'32.2"" E",63.3875732421875,0.9919296171683186,0.003971710801124573,0.9471731185913086,0.4716981132075472,0.9581881533101045,0.632183908045977,0.9315173749578877
True,666,"15°11'42.5"" N","107°49'05.3"" E","15°11'05.7"" N","107°49'05.3"" E",70.2027587890625,0.7033213363184999,0.013591431081295013,0.8444719314575195,0.1250701065619742,0.46361746361746364,0.19699646643109542,0.29042568256022766
True,658,"15°11'31.9"" N","107°36'55.7"" E","15°11'06.6"" N","107°37'33.9"" E",59.632720947265625,0.7799764527484232,0.006468281615525484,0.8495262265205383,0.33011272141706927,0.6083086053412463,0.42797494780793327,0.5800447604845932
True,669,"15°11'46.3"" N","107°53'39.0"" E","15°10'33.6"" N","107°54'46.3"" E",65.23260498046875,0.9867335596916942,0.006073813419789076,0.9706026911735535,0.2906530089628681,0.9497907949790795,0.44509803921568625,0.8432373169902385
True,730,"15°10'03.2"" N","107°38'28.3"" E","15°09'25.4"" N","107°39'50.7"" E",67.9619140625,0.9930240363084658,0.014074365608394146,0.9532134532928467,0.541019955654102,0.9898580121703854,0.6996415770609319,0.9268834374350714
True,731,"15°10'04.5"" N","107°39'59.5"" E","15°08'55.7"" N","107°40'02.5"" E",66.60287475585938,0.9957870341141065,0.00398411275818944,0.9645779132843018,0.6192052980132451,0.9946808510638298,0.763265306122449,0.9733146923992569
True,732,"15°10'05.9"" N","107°41'30.7"" E","15°09'42.6"" N","107°42'33.0"" E",58.201263427734375,0.7622688009878295,0.024968529120087624,0.8528764247894287,0.06853146853146853,0.6086956521739131,0.12319296040226274,0.19501075157802583
